id,product_name,category,manufacturer,net_quantity,mrp,mfg_date,consumer_care,country_of_origin,compliance_status,violations,scanned_timestamp,ocr_confidence
LMC-01968,Instant Chicory Coffee Powder 50 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 515.00 (Incl. of all taxes),06/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-27 01:00:36,93%
LMC-01969,Instant Chicory Coffee Powder 750 g,Tea & Coffee,"Navrang Agro Commodities Corp, Ahmedabad",750 g,Rs. 700.00 (Incl. of all taxes),03/2026,Helpline: 1800-676-7082 (Email missing),India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city); Rule 6(1)(e): Missing consumer care email address,2026-07-21 16:17:36,84%
LMC-01970,Green Tea Lemon Honey Bags 50 g,Tea & Coffee,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 575.00 (Incl. of all taxes),Not Declared,Email: care@ananya.com | Ph: 1800-179-5427,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-09-01 10:14:36,89%
LMC-01971,Coriander Dhania Powder 400 g,Spices & Condiments,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",400 gms,Rs. 205.00 (Incl. of all taxes),04/2026,Email: care@godavari.com | Ph: 1800-701-3586,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'); Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-08-13 23:03:36,78%
LMC-01972,Khatta Meetha Mixture 250 g,Snacks & Namkeen,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",Not Declared,Rs. 169.00 (Incl. of all taxes),Not Declared,Email: care@godavari.com | Ph: 1800-584-3120,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing; Rule 6(1)(c): Net quantity declaration absent,2026-08-27 03:40:36,91%
LMC-01973,Refined Groundnut Oil 2 L,Edible Oils,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",2 L,Rs. 66.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-316-7289,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-25 09:14:36,97%
LMC-01974,Cold Pressed Mustard Oil 100 ml,Edible Oils,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",100 ml,Not Declared,01/2026,Email: care@himalayan.com | Ph: 1800-865-4372,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent,2026-07-08 20:09:36,96%
LMC-01975,Green Tea Lemon Honey Bags 500 g,Tea & Coffee,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",500 g,Rs. 697.00 (Incl. of all taxes),07/2026,Helpline: 1800-309-4530 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-16 16:27:36,84%
LMC-01976,Salted Table Butter 50 g,Dairy Products,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",50 g,Rs. 935.00 (Incl. of all taxes),02/2026,Email: care@pristine.com | Ph: 1800-656-8182,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-07-15 15:21:36,79%
LMC-01977,Fruit Jelly Chews Pouch 50 g,Chocolates & Confectionery,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 803.00 (Incl. of all taxes),02/2026,Helpline: 1800-219-8619 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-08-12 19:45:36,69%
LMC-01978,Khatta Meetha Mixture 500 g,Snacks & Namkeen,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 g,Rs. 908.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-576-6873,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-10 21:24:36,96%
LMC-01979,Mixed Fruit Orchard Blend 100 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 ml,Rs. 700.00,01/2026,Email: care@godavari.com | Ph: 1800-255-6861,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-06 08:07:36,78%
LMC-01980,Rava Upma Breakfast Mix 50 g,Ready-to-Eat,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",50 g,Rs. 224.00 (Incl. of all taxes),08/2026,Email: care@himalayan.com | Ph: 1800-839-1197,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-08-30 16:06:36,82%
LMC-01981,Blended Edible Vegetable Oil 500 ml,Edible Oils,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",500 ml,Rs. 128.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-619-1716,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-07-14 18:09:36,98%
LMC-01982,Roasted Almond Milk Bar 100 g,Chocolates & Confectionery,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",100 g,Rs. 449.00 (Incl. of all taxes),04/2026,Email: care@vedic.com | Ph: 1800-498-3132,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-23 04:01:36,98%
LMC-01983,Khatta Meetha Mixture 400 g,Snacks & Namkeen,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",400 g,Rs. 303.00 (Incl. of all taxes),01/2026,Email: care@kaveri.com | Ph: 1800-204-6879,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-28 02:00:36,88%
LMC-01984,Multigrain Fibre Atta 5 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",5 kg,Rs. 591.00 (Incl. of all taxes),08/2026,Email: care@navrang.com | Ph: 1800-692-4936,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 13:58:36,93%
LMC-01985,Sterilized Flavoured Milk 400 g,Dairy Products,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",400 g,Rs. 692.00 (Incl. of all taxes),02/2026,Email: care@himalayan.com | Ph: 1800-756-5034,Imported (Origin: Sri Lanka),COMPLIANT,None (Fully Compliant with Rule 6),2026-07-17 19:34:36,90%
LMC-01986,Green Tea Lemon Honey Bags 50 g,Tea & Coffee,Not Declared,50 g,Not Declared,05/2026,Email: care@kaveri.com | Ph: 1800-138-7154,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-07-28 18:35:36,81%
LMC-01987,Lemon Iced Tea Concentrate 5 L,Beverages & Juices,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",5 L,Rs. 303.00 (Incl. of all taxes),Not Declared,Email: care@vedic.com | Ph: 1800-621-8666,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-12 04:25:36,77%
LMC-01988,Kasuri Methi 200 g,Spices & Condiments,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Rs. 723.00 (Incl. of all taxes),05/2026,Email: care@surya.com | Ph: 1800-448-7866,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-01 21:51:36,94%
LMC-01989,Roasted Salted Makhana 500 g,Snacks & Namkeen,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500 g,Rs. 738.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-916-5432,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-31 07:47:36,92%
LMC-01990,Blended Edible Vegetable Oil 1 L,Edible Oils,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",1 ltr,Rs. 495.00 (Incl. of all taxes),01/2026,Helpline: 1800-614-4504 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address; Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-07-18 13:52:36,74%
LMC-01991,Pasteurized Cow Ghee 500 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 876.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-714-4785,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-20 04:29:36,99%
LMC-01992,Multigrain Fibre Atta 2 kg,Atta & Flours,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",2 kg,Rs. 385.00 (Incl. of all taxes),04/2026,Email: care@ananya.com | Ph: 1800-507-6723,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 19:29:36,93%
LMC-01993,Roasted Salted Makhana 50 g,Snacks & Namkeen,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",50 g,Rs. 799.00 (Incl. of all taxes),03/2026,Email: care@surya.com | Ph: 1800-519-9253,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 12:37:36,95%
LMC-01994,Bourbon Chocolate Cream Biscuits 750 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",Not Declared,Rs. 645.00 (Incl. of all taxes),01/2026,Email: care@vedic.com | Ph: 1800-991-7192,Not Declared,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-15 17:39:36,77%
LMC-01995,Organic Besan Gram Flour 10 kg,Atta & Flours,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",10 kg,Rs. 817.00 (Incl. of all taxes),06/2026,Email: care@vedic.com | Ph: 1800-815-2898,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-25 09:31:36,88%
LMC-01996,Poha Instant Breakfast Bowl 100 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 g,Rs. 369.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-397-1008,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-24 01:14:36,89%
LMC-01997,Agmark Haldi Turmeric Powder 200 g,Spices & Condiments,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 g,Rs. 526.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-844-9520,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-24 08:59:36,89%
LMC-01998,Pure Malai Paneer 500 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 309.00 (Incl. of all taxes),07/2026,Email: care@ananya.com | Ph: 1800-977-3903,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-17 15:59:36,88%
LMC-01999,Choco Chip Delight Cookies 500 g,Biscuits & Cookies,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",500 g,Rs. 446.00 (Incl. of all taxes),06/2026,Email: care@vedic.com | Ph: 1800-818-8057,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-02 17:25:36,90%
LMC-02000,Green Tea Lemon Honey Bags 500 g,Tea & Coffee,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",500 g,Rs. 455.00 (Incl. of all taxes),08/2026,Email: care@pristine.com | Ph: 1800-514-2190,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 02:08:36,98%
LMC-02001,Poha Instant Breakfast Bowl 200 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",200 g,Rs. 179.00 (Incl. of all taxes),06/2026,Email: care@ananya.com | Ph: 1800-544-2142,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-08 19:56:36,90%
LMC-02002,Almond Cashew Shortbread 400 g,Biscuits & Cookies,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",400 g,Rs. 285.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-221-2216,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-19 15:57:36,95%
LMC-02003,Sharbati Whole Wheat Atta 1 kg,Atta & Flours,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",Not Declared,Rs. 675.00,08/2026,Email: care@navrang.com | Ph: 1800-922-6786,India,NON-COMPLIANT,Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP; Rule 6(1)(c): Net quantity declaration absent,2026-08-23 00:45:36,80%
LMC-02004,Whole Cumin Jeera Seeds 200 g,Spices & Condiments,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",200 g,Rs. 173.00 (Incl. of all taxes),02/2026,Email: care@godavari.com | Ph: 1800-967-5522,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-26 23:01:36,90%
LMC-02005,Chakki Fresh Pure Atta 2 kg,Atta & Flours,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",2 kg,Rs. 25.00 (Incl. of all taxes),02/2026,Email: care@surya.com | Ph: 1800-735-3567,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-09-01 11:21:36,92%
LMC-02006,Alphonso Mango Nectar 750 ml,Beverages & Juices,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",750 ml,Rs. 708.00 (Incl. of all taxes),06/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-28 23:10:36,90%
LMC-02007,Premium Assam CTC Tea 100 g,Tea & Coffee,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 g,Rs. 69.00,04/2026,Email: care@godavari.com | Ph: 1800-536-3885,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration; Rule 6(1)(da): Missing 'Inclusive of all taxes' declaration with MRP,2026-07-13 01:25:36,78%
LMC-02008,Coriander Dhania Powder 200 g,Spices & Condiments,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",Not Declared,Not Declared,08/2026,Email: care@surya.com | Ph: 1800-651-1125,India,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(c): Net quantity declaration absent,2026-09-01 14:12:36,94%
LMC-02009,Crispy Butter Cookies 750 g,Biscuits & Cookies,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",750 g,Rs. 336.00 (Incl. of all taxes),04/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-07-24 06:34:36,93%
LMC-02010,Multigrain Fibre Atta 10 kg,Atta & Flours,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",10 kg,Rs. 332.00 (Incl. of all taxes),06/2026,Email: care@godavari.com | Ph: 1800-454-6538,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-30 13:54:36,96%
LMC-02011,Fruit Jelly Chews Pouch 750 g,Chocolates & Confectionery,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",750 g,Rs. 392.00 (Incl. of all taxes),03/2026,Email: care@navrang.com | Ph: 1800-684-1204,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-21 16:12:36,92%
LMC-02012,Kasuri Methi 750 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",750 g,Rs. 26.00 (Incl. of all taxes),02/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-31 07:26:36,89%
LMC-02013,Royal Garam Masala Blend 250 g,Spices & Condiments,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",Not Declared,Rs. 844.00 (Incl. of all taxes),06/2026,Email: care@navrang.com | Ph: 1800-522-7448,India,NON-COMPLIANT,Rule 6(1)(c): Net quantity declaration absent,2026-08-01 04:26:36,78%
LMC-02014,Greek Style Plain Yogurt 400 g,Dairy Products,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",400 g,Rs. 359.00 (Incl. of all taxes),02/2026,Email: care@ananya.com | Ph: 1800-544-5879,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-16 03:16:36,93%
LMC-02015,Poha Instant Breakfast Bowl 100 g,Ready-to-Eat,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",100 g,Rs. 339.00 (Incl. of all taxes),02/2026,Email: care@kaveri.com | Ph: 1800-216-3636,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-07 09:26:36,94%
LMC-02016,Tangy Tomato Nacho Chips 200 g,Snacks & Namkeen,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",200 g,Rs. 651.00 (Incl. of all taxes),07/2026,Not Declared,India,NON-COMPLIANT,Rule 6(1)(e): Complete consumer care grievance contact details missing,2026-08-13 18:45:36,90%
LMC-02017,Fruit Jelly Chews Pouch 50 g,Chocolates & Confectionery,"Vedic Agro Industries Pvt Ltd, Gat No. 118, Urse, Talegaon MIDC, Pune, Maharashtra - 410506",50 g,Rs. 835.00 (Incl. of all taxes),01/2026,Email: care@vedic.com | Ph: 1800-776-7610,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 09:43:36,98%
LMC-02018,Roasted Arabica Coffee Beans 750 g,Tea & Coffee,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",750 g,Rs. 785.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-637-5926,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-25 12:46:36,90%
LMC-02019,Roasted Almond Milk Bar 200 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 g,Rs. 619.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-537-1050,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 01:39:36,97%
LMC-02020,Mint Peppermint Lozenges 750 g,Chocolates & Confectionery,Not Declared,750 g,Rs. 405.00 (Incl. of all taxes),07/2026,Email: care@godavari.com | Ph: 1800-480-6789,India,NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-26 10:59:36,77%
LMC-02021,Digestive High Fibre Biscuits 750 g,Biscuits & Cookies,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",750 g,Not Declared,06/2026,Email: care@ananya.com | Ph: 1800-447-2505,Not Declared,NON-COMPLIANT,Rule 6(1)(da): Maximum Retail Price (MRP) declaration absent; Rule 6(1)(n): Missing Country of Origin declaration,2026-08-28 08:00:36,94%
LMC-02022,Gulab Jamun Instant Mix 250 g,Ready-to-Eat,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",250 g,Rs. 145.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-354-4919,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-14 12:18:36,96%
LMC-02023,Roasted Almond Milk Bar 200 g,Chocolates & Confectionery,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",200 g,Rs. 166.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-973-7575,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-14 20:09:36,94%
LMC-02024,Alphonso Mango Nectar 2 L,Beverages & Juices,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",2 L,Rs. 211.00 (Incl. of all taxes),02/2026,Email: care@kaveri.com | Ph: 1800-998-6892,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-10 19:48:36,90%
LMC-02025,Instant Masala Noodles 250 g,Ready-to-Eat,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",250 g,Rs. 575.00 (Incl. of all taxes),02/2026,Email: care@surya.com | Ph: 1800-130-2538,Not Declared,NON-COMPLIANT,Rule 6(1)(n): Missing Country of Origin declaration,2026-07-25 17:20:36,75%
LMC-02026,Rava Upma Breakfast Mix 500 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",500 g,Rs. 732.00 (Incl. of all taxes),03/2026,Email: care@godavari.com | Ph: 1800-701-9321,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-09 07:50:36,98%
LMC-02027,Kasuri Methi 400 g,Spices & Condiments,"Himalayan Organic Ventures, SIDCUL Industrial Estate, Pantnagar, Uttarakhand - 263153",400 g,Rs. 723.00 (Incl. of all taxes),06/2026,Email: care@himalayan.com | Ph: 1800-530-1441,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-27 09:52:36,89%
LMC-02028,Masala Potato Wafers 500 g,Snacks & Namkeen,"Godavari Mills & Refineries, Guntur",500 gms,Rs. 104.00 (Incl. of all taxes),01/2026,Email: care@godavari.com | Ph: 1800-428-4151,India,NEEDS REVIEW,Rule 6(1)(c): Non-standard unit abbreviation used ('gms' / 'gm' instead of standard 'g'); Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city),2026-07-29 09:22:36,72%
LMC-02029,Gulab Jamun Instant Mix 750 g,Ready-to-Eat,Not Declared,750 g,Rs. 471.00 (Incl. of all taxes),03/2026,Email: care@pristine.com | Ph: 1800-598-2331,Imported (Origin: Sri Lanka),NON-COMPLIANT,Rule 6(1)(a): Manufacturer/packer declaration entirely missing,2026-08-04 21:30:36,79%
LMC-02030,Tender Coconut Water Drink 250 ml,Beverages & Juices,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",250 ml,Rs. 715.00 (Incl. of all taxes),06/2026,Email: care@surya.com | Ph: 1800-823-7263,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-18 21:40:36,92%
LMC-02031,Crunchy Moong Dal Namkeen 50 g,Snacks & Namkeen,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",50 g,Rs. 752.00 (Incl. of all taxes),Not Declared,Email: care@ananya.com | Ph: 1800-355-7230,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-08-22 04:12:36,91%
LMC-02032,Lemon Iced Tea Concentrate 200 ml,Beverages & Juices,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",200 ml,Rs. 790.00 (Incl. of all taxes),04/2026,Email: care@godavari.com | Ph: 1800-466-1142,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-01 14:09:36,94%
LMC-02033,Choco Chip Delight Cookies 100 g,Biscuits & Cookies,"Surya Packaged Commodities LLP, Bhopal",100 g,Rs. 508.00 (Incl. of all taxes),02/2026,Email: care@surya.com | Ph: 1800-791-3015,India,NEEDS REVIEW,Rule 6(1)(a): Physical address of manufacturer incomplete (missing PIN code/city); Rule 6(1)(c): Non-standard unit abbreviation used ('ML' / 'ltr' instead of 'ml' / 'L'),2026-07-22 15:55:36,84%
LMC-02034,Multigrain Fibre Atta 10 kg,Atta & Flours,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",10 kg,Rs. 70.00 (Incl. of all taxes),04/2026,Email: care@godavari.com | Ph: 1800-491-3552,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-21 20:13:36,88%
LMC-02035,Digestive High Fibre Biscuits 100 g,Biscuits & Cookies,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",100 g,Rs. 399.00 (Incl. of all taxes),03/2026,Helpline: 1800-813-5199 (Email missing),India,NEEDS REVIEW,Rule 6(1)(e): Missing consumer care email address,2026-07-09 22:58:36,76%
LMC-02036,Roasted Almond Milk Bar 200 g,Chocolates & Confectionery,"Surya Packaged Commodities LLP, Industrial Growth Centre, Mandideep, Bhopal, MP - 462046",200 g,Rs. 345.00 (Incl. of all taxes),01/2026,Email: care@surya.com | Ph: 1800-177-7850,India,NEEDS REVIEW,Rule 7: Font size / unit symbol ambiguous or truncated under OCR,2026-07-19 12:54:36,68%
LMC-02037,Gulab Jamun Instant Mix 500 g,Ready-to-Eat,"Ananya Consumer Goods Ltd, Plot 42, Sector 8, IMT Manesar, Gurugram, Haryana - 122050",500 g,Rs. 278.00 (Incl. of all taxes),04/2026,Email: care@ananya.com | Ph: 1800-851-7177,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-18 01:35:36,96%
LMC-02038,Chakki Fresh Pure Atta 5 kg,Atta & Flours,"Pristine Foods & Agro Ltd, Phase 2, Peenya Industrial Area, Bengaluru, Karnataka - 560058",5 kg,Rs. 99.00 (Incl. of all taxes),06/2026,Email: care@pristine.com | Ph: 1800-681-9136,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-14 13:57:36,96%
LMC-02039,Ragi Millet Flour 2 kg,Atta & Flours,"Kaveri Spices & Naturals, 14/B, Spice Park, Puttady, Idukki, Kerala - 685551",2 kg,Rs. 471.00 (Incl. of all taxes),08/2026,Email: care@kaveri.com | Ph: 1800-698-4933,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-08-27 06:06:36,90%
LMC-02040,Rava Upma Breakfast Mix 100 g,Ready-to-Eat,"Navrang Agro Commodities Corp, GIDC Naroda, Ahmedabad, Gujarat - 382330",100 g,Rs. 565.00 (Incl. of all taxes),Not Declared,Email: care@navrang.com | Ph: 1800-914-4503,India,NON-COMPLIANT,Rule 6(1)(d): Month and year of manufacture/packing missing,2026-07-20 03:41:36,85%
LMC-02041,Instant Masala Noodles 400 g,Ready-to-Eat,"Godavari Mills & Refineries, Sy. No. 340, Autonagar, Guntur, Andhra Pradesh - 522001",400 g,Rs. 339.00 (Incl. of all taxes),05/2026,Email: care@godavari.com | Ph: 1800-812-3476,India,COMPLIANT,None (Fully Compliant with Rule 6),2026-07-23 04:45:36,96%
